1.2507999E14	31584.0	24.0	-1.0
1.25082E14	30476.0	32.0	-1.0
1.25082005E14	30476.0	32.0	-1.0
1.2508201E14	30476.0	33.0	-1.0
1.2508202E14	30476.0	34.0	-1.0
1.2508203E14	30476.0	35.0	-1.0
1.2508204E14	30476.0	35.0	-1.0
1.25082056E14	30476.0	35.0	-1.0
1.2508206E14	30476.0	35.0	-1.0
1.2508207E14	30476.0	36.0	-1.0
1.2508208E14	30476.0	37.0	-1.0
1.2508209E14	30476.0	37.0	-1.0
1.2508211E14	30476.0	36.0	-1.0
1.25082114E14	30476.0	35.0	-1.0
1.2508212E14	30476.0	35.0	-1.0
1.2508213E14	30476.0	35.0	-1.0
1.2508214E14	30476.0	35.0	-1.0
1.2508216E14	30476.0	34.0	-1.0
1.25082165E14	30476.0	39.0	-1.0
1.2508217E14	30476.0	47.0	-1.0
1.2508218E14	30476.0	43.0	-1.0
1.2508219E14	30476.0	35.0	-1.0
1.2508399E14	4174.0	45.0	-1.0
1.25084E14	3179.0	56.0	-1.0
1.2508402E14	3179.0	57.0	-1.0
1.2508403E14	3179.0	36.0	-1.0
1.25084035E14	3179.0	23.0	-1.0
1.2508404E14	2916.0	14.0	-1.0
1.2508405E14	2916.0	8.0	-1.0
1.2508407E14	2916.0	3.0	-1.0
1.2508408E14	2787.0	29.0	-1.0
1.25084086E14	2787.0	56.0	-1.0
1.2508409E14	2787.0	66.0	-1.0
1.250841E14	2787.0	63.0	-1.0
1.2508411E14	2728.0	49.0	-1.0
1.2508413E14	2728.0	45.0	-1.0
1.2508414E14	2728.0	43.0	-1.0
1.25084145E14	2728.0	45.0	-1.0
1.2508415E14	2706.0	47.0	-1.0
1.2508416E14	2706.0	47.0	-1.0
1.2508418E14	2706.0	48.0	-1.0
1.2508419E14	2706.0	50.0	-1.0
1.2508599E14	3959.0	60.0	-1.0
1.25086E14	3959.0	50.0	-1.0
1.2508601E14	3959.0	40.0	-1.0
1.25086015E14	3959.0	35.0	-1.0
1.2508602E14	3972.0	35.0	-1.0
1.2508604E14	3972.0	37.0	-1.0
1.2508605E14	3972.0	46.0	-1.0
1.2508606E14	3972.0	57.0	-1.0
1.25086065E14	3792.0	55.0	-1.0
1.2508607E14	3792.0	54.0	-1.0
1.2508609E14	3792.0	58.0	-1.0
1.250861E14	3792.0	67.0	-1.0
1.2508611E14	4529.0	66.0	-1.0
1.2508612E14	4529.0	57.0	-1.0
1.25086124E14	4529.0	36.0	-1.0
1.2508614E14	5143.0	12.0	-1.0
1.2508615E14	5143.0	1.0	-1.0
1.2508616E14	5143.0	9.0	-1.0
1.2508617E14	5143.0	1.0	-1.0
1.25086175E14	6440.0	28.0	-1.0
1.2508618E14	6440.0	39.0	-1.0
1.2508797E14	2894.0	45.0	-1.0
1.2508798E14	3131.0	14.0	-1.0
1.2508799E14	3131.0	54.0	-1.0
1.25088E14	3131.0	36.0	-1.0
1.2508801E14	3131.0	27.0	-1.0
1.2508802E14	3413.0	12.0	-1.0
1.2508803E14	3413.0	33.0	-1.0
1.2508804E14	3413.0	40.0	-1.0
1.25088045E14	3897.0	39.0	-1.0
1.2508806E14	3897.0	34.0	-1.0
1.25088096E14	-8.0	5.0	-1.0
1.25088096E14	3578.0	5.0	-1.0
1.25088096E14	-8.0	5.0	-1.0
1.25088096E14	3578.0	5.0	-1.0
1.2508811E14	3578.0	13.0	-1.0
1.2508812E14	3578.0	35.0	-1.0
1.2508813E14	3115.0	49.0	-1.0
1.2508814E14	3115.0	56.0	-1.0
1.2508815E14	3115.0	66.0	-1.0
1.2508816E14	3115.0	43.0	-1.0
1.2508817E14	3084.0	36.0	-1.0
1.2508818E14	3084.0	30.0	-1.0
1.2508819E14	3084.0	34.0	-1.0
1.2508999E14	3222.0	43.0	-1.0
1.2509E14	3255.0	50.0	-1.0
1.2509001E14	3255.0	63.0	-1.0
1.2509002E14	3255.0	74.0	-1.0
1.2509003E14	3255.0	70.0	-1.0
1.2509004E14	3467.0	28.0	-1.0
1.2509005E14	3467.0	6.0	-1.0
1.2509006E14	3467.0	12.0	-1.0
1.2509007E14	3467.0	21.0	-1.0
1.2509009E14	-20.0	21.0	-1.0
1.2509009E14	6649.0	21.0	-1.0
1.250901E14	6649.0	10.0	-1.0
1.2509011E14	4910.0	4.0	-1.0
1.2509012E14	9027.0	33.0	-1.0
1.2509013E14	9027.0	38.0	-1.0
1.2509014E14	9027.0	4.0	-1.0
1.2509015E14	6507.0	26.0	-1.0
1.2509016E14	6507.0	70.0	-1.0
1.2509017E14	6507.0	44.0	-1.0
1.25090184E14	6507.0	40.0	-1.0
1.2509019E14	7548.0	38.0	-1.0
1.25092E14	2854.0	29.0	-1.0
1.2509201E14	2854.0	28.0	-1.0
1.2509202E14	2854.0	30.0	-1.0
1.2509203E14	2835.0	26.0	-1.0
1.2509205E14	2835.0	17.0	-1.0
1.25092055E14	2835.0	6.0	-1.0
1.2509206E14	2835.0	1.0	-1.0
1.2509207E14	2843.0	7.0	-1.0
1.2509208E14	2843.0	13.0	-1.0
1.2509209E14	2843.0	15.0	-1.0
1.25092105E14	2839.0	16.0	-1.0
1.2509211E14	2839.0	11.0	-1.0
1.2509212E14	2839.0	7.0	-1.0
1.2509213E14	2839.0	7.0	-1.0
1.2509215E14	2835.0	2.0	-1.0
1.25092156E14	2835.0	10.0	-1.0
1.2509216E14	2835.0	17.0	-1.0
1.2509217E14	2835.0	21.0	-1.0
1.2509218E14	2840.0	24.0	-1.0
1.2509219E14	2840.0	29.0	-1.0
1.2509399E14	2781.0	44.0	-1.0
1.25094E14	2781.0	46.0	-1.0
1.2509402E14	2781.0	47.0	-1.0
1.2509403E14	2750.0	43.0	-1.0
1.25094035E14	2750.0	41.0	-1.0
1.2509404E14	2750.0	43.0	-1.0
1.2509407E14	2751.0	56.0	-1.0
1.2509408E14	2751.0	64.0	-1.0
1.25094085E14	2751.0	86.0	-1.0
1.2509409E14	2751.0	50.0	-1.0
1.250941E14	2815.0	25.0	-1.0
1.2509412E14	2815.0	9.0	-1.0
1.2509413E14	2815.0	8.0	-1.0
1.25094135E14	2956.0	27.0	-1.0
1.2509414E14	2956.0	42.0	-1.0
1.2509415E14	2956.0	54.0	-1.0
1.2509416E14	2956.0	62.0	-1.0
1.2509418E14	3042.0	50.0	-1.0
1.25094186E14	3042.0	27.0	-1.0
1.2509419E14	3042.0	51.0	-1.0
1.2509599E14	2634.0	17.0	-1.0
1.25096E14	2634.0	18.0	-1.0
1.2509601E14	2634.0	12.0	-1.0
1.25096014E14	2686.0	2.0	-1.0
1.2509602E14	2686.0	7.0	-1.0
1.2509604E14	2686.0	13.0	-1.0
1.2509605E14	2686.0	20.0	-1.0
1.2509606E14	2681.0	29.0	-1.0
1.25096065E14	2681.0	34.0	-1.0
1.2509607E14	2681.0	36.0	-1.0
1.2509609E14	2657.0	31.0	-1.0
1.250961E14	2657.0	25.0	-1.0
1.2509611E14	2657.0	22.0	-1.0
1.25096115E14	2657.0	21.0	-1.0
1.2509612E14	2673.0	18.0	-1.0
1.2509614E14	2673.0	7.0	-1.0
1.2509615E14	2673.0	27.0	-1.0
1.2509616E14	2673.0	49.0	-1.0
1.25096165E14	2724.0	57.0	-1.0
1.2509617E14	2724.0	45.0	-1.0
1.2509618E14	2724.0	41.0	-1.0
1.250962E14	2724.0	53.0	-1.0
1.25097986E14	0.0	90.0	-1.0
1.2509799E14	0.0	90.0	-1.0
1.2509801E14	30947.0	6.0	-1.0
