1393198318804	230.0	133.0	78.0	31.0
1393198318812	228.0	135.0	78.0	29.0
1393198318821	228.0	137.0	78.0	27.0
1393198318831	228.0	136.0	78.0	28.0
1393198318841	228.0	134.0	78.0	30.0
1393198318852	221.0	134.0	79.0	30.0
1393198318863	221.0	135.0	80.0	30.0
1393198318871	221.0	137.0	81.0	28.0
1393198318881	221.0	139.0	81.0	25.0
1393198318891	218.0	141.0	82.0	23.0
1393198318901	218.0	142.0	82.0	22.0
1393198318911	218.0	143.0	82.0	22.0
1393198318923	218.0	143.0	82.0	21.0
1393198318931	216.0	144.0	82.0	21.0
1393198318941	216.0	145.0	82.0	19.0
1393198318951	216.0	147.0	82.0	17.0
1393198318961	212.0	149.0	83.0	15.0
1393198318971	212.0	152.0	83.0	12.0
1393198318984	212.0	153.0	83.0	12.0
1393198318991	212.0	151.0	83.0	13.0
1393198319002	209.0	149.0	83.0	15.0
1393198319012	209.0	148.0	84.0	16.0
1393198319022	209.0	149.0	84.0	15.0
1393198319033	209.0	154.0	85.0	10.0
1393198319045	206.0	162.0	85.0	2.0
1393198319052	206.0	169.0	84.0	5.0
1393198319063	206.0	173.0	84.0	8.0
1393198319073	206.0	173.0	83.0	9.0
1393198319083	207.0	173.0	82.0	9.0
1393198319097	207.0	174.0	82.0	9.0
1393198319105	207.0	175.0	82.0	11.0
1393198319113	201.0	179.0	82.0	16.0
1393198319123	201.0	170.0	83.0	26.0
1393198319133	201.0	156.0	83.0	40.0
1393198319144	201.0	140.0	83.0	56.0
1393198319174	195.0	162.0	83.0	3.0
1393198319177	195.0	165.0	84.0	1.0
1393198319184	195.0	168.0	84.0	4.0
1393198319193	197.0	106.0	86.0	90.0
1393198319203	197.0	168.0	84.0	4.0
1393198319213	197.0	106.0	86.0	90.0
1393198319223	197.0	106.0	86.0	90.0
1393198319233	211.0	106.0	86.0	90.0
1393198319246	211.0	165.0	84.0	0.0
1393198319252	211.0	166.0	83.0	2.0
1393198319366	217.0	168.0	83.0	4.0
1393198319368	217.0	171.0	83.0	7.0
1393198319370	217.0	173.0	83.0	9.0
1393198319371	217.0	99.0	83.0	9.0
1393198319372	224.0	170.0	83.0	5.0
1393198319374	224.0	163.0	82.0	2.0
1393198319375	224.0	156.0	81.0	9.0
1393198319376	224.0	148.0	81.0	17.0
1393198319377	236.0	142.0	80.0	23.0
1393198319378	236.0	137.0	79.0	27.0
1393198319380	236.0	135.0	79.0	30.0
1393198319382	236.0	135.0	80.0	30.0
1393198319464	229.0	137.0	81.0	28.0
1393198319466	229.0	139.0	82.0	26.0
1393198319469	229.0	142.0	83.0	23.0
1393198319472	214.0	144.0	83.0	21.0
1393198319474	214.0	145.0	84.0	20.0
1393198319477	214.0	146.0	84.0	19.0
1393198319486	214.0	147.0	84.0	18.0
1393198319489	210.0	150.0	84.0	15.0
1393198319492	210.0	92.0	4.0	117.0
1393198319494	210.0	159.0	85.0	7.0
1393198319503	210.0	167.0	85.0	2.0
1393198319505	197.0	179.0	86.0	14.0
1393198319512	197.0	166.0	86.0	29.0
1393198319522	197.0	152.0	86.0	43.0
1393198319525	182.0	141.0	86.0	54.0
1393198319542	182.0	134.0	86.0	61.0
1393198319544	182.0	128.0	85.0	66.0
1393198319552	182.0	125.0	85.0	70.0
1393198319564	173.0	123.0	85.0	72.0
1393198319572	173.0	105.0	87.0	90.0
1393198319584	173.0	123.0	85.0	72.0
1393198319593	173.0	125.0	85.0	70.0
1393198319603	179.0	105.0	87.0	90.0
1393198319614	179.0	92.0	46.0	104.0
1393198319623	179.0	105.0	87.0	90.0
1393198319634	179.0	94.0	43.0	102.0
1393198319650	199.0	94.0	43.0	101.0
1393198319653	199.0	95.0	42.0	101.0
1393198319665	199.0	95.0	43.0	100.0
1393198319672	215.0	105.0	86.0	90.0
1393198319683	215.0	95.0	45.0	101.0
1393198319701	215.0	94.0	47.0	102.0
1393198319704	215.0	93.0	49.0	103.0
1393198319716	218.0	92.0	52.0	104.0
1393198319723	218.0	89.0	57.0	108.0
1393198319734	218.0	82.0	64.0	115.0
1393198319750	218.0	63.0	74.0	134.0
1393198319754	217.0	4.0	78.0	162.0
1393198319766	217.0	49.0	69.0	119.0
1393198319774	217.0	64.0	59.0	106.0
1393198319784	217.0	63.0	59.0	107.0
1393198319804	214.0	61.0	59.0	110.0
1393198319818	214.0	79.0	43.0	94.0
1393198319825	201.0	80.0	43.0	93.0
1393198319847	201.0	81.0	43.0	91.0
1393198319850	201.0	82.0	43.0	89.0
1393198319854	201.0	83.0	43.0	88.0
1393198319866	193.0	84.0	44.0	87.0
1393198319873	193.0	105.0	87.0	90.0
1393198319885	193.0	82.0	50.0	88.0
1393198319896	193.0	79.0	55.0	90.0
1393198319903	183.0	105.0	87.0	90.0
1393198319914	183.0	64.0	67.0	104.0
1393198319924	183.0	45.0	74.0	122.0
1393198319934	183.0	4.0	78.0	162.0
1393198319952	173.0	44.0	74.0	152.0
1393198319955	173.0	44.0	74.0	152.0
1393198319966	173.0	44.0	73.0	152.0
1393198319974	167.0	44.0	73.0	152.0
1393198319984	167.0	44.0	72.0	152.0
1393198319994	167.0	44.0	72.0	153.0
1393198320005	167.0	43.0	72.0	153.0
1393198320016	171.0	43.0	73.0	153.0
1393198320024	171.0	44.0	73.0	153.0
1393198320034	171.0	88.0	35.0	112.0
1393198320052	171.0	89.0	34.0	110.0
1393198320055	180.0	89.0	33.0	110.0
1393198320063	180.0	90.0	33.0	109.0
1393198320073	180.0	105.0	87.0	90.0
1393198320084	180.0	90.0	35.0	109.0
1393198320100	185.0	89.0	37.0	109.0
1393198320104	185.0	88.0	39.0	110.0
1393198320115	185.0	87.0	42.0	112.0
1393198320126	182.0	84.0	46.0	116.0
1393198320133	182.0	78.0	50.0	122.0
1393198320147	182.0	69.0	54.0	131.0
1393198320153	182.0	54.0	60.0	145.0
1393198320163	190.0	23.0	66.0	174.0
1393198320174	190.0	25.0	67.0	143.0
1393198320183	190.0	56.0	60.0	115.0
1393198320195	190.0	55.0	59.0	116.0
1393198320202	192.0	54.0	59.0	117.0
1393198320214	192.0	53.0	59.0	118.0
1393198320224	192.0	53.0	59.0	118.0
1393198320233	188.0	80.0	42.0	93.0
1393198320244	188.0	83.0	40.0	89.0
1393198320252	188.0	84.0	39.0	87.0
1393198320263	188.0	85.0	39.0	86.0
1393198320273	181.0	84.0	40.0	87.0
1393198320284	181.0	83.0	42.0	88.0
