Year,Month,State,Residential Revenue (Thousand $),Commercial Revenue (Thousand $),Industrial Revenue (Thousand $),Transportation Revenue (Thousand $),Other                 Revenue (Thousand $),All Sectors        Revenue             (Thousand $),Residential Sales (MWh),Commercial Sales (MWh),Industrial Sales (MWh),Transportation Sales (MWh),Other           Sales  (MWh),All Sector    Sales (MWh),Average Retail Price Residential (c/kWh),Average Retail Price Commercial (c/kWh),Average Retail Price  Industrial (c/kWh),Average Retail Price Transportation (c/kWh),Average Retail Price           Other          (c/kWh),Average Retail Price              All Sectors (c/kWh),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001,4,," 6,973,547 "," 6,269,104 "," 4,005,832 ",," 607,329 "," 17,855,813 "," 82,453,783 "," 81,060,534 "," 82,253,077 ",," 8,623,542 "," 254,390,935 ", 8.46 , 7.73 , 4.87 ,   , 7.04 , 7.02 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001,5,," 7,216,658 "," 6,793,818 "," 4,303,469 ",," 655,986 "," 18,969,931 "," 81,731,153 "," 87,470,744 "," 86,096,581 ",," 9,192,014 "," 264,490,492 ", 8.83 , 7.77 , 5.00 ,   , 7.14 , 7.17 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001,6,," 9,013,946 "," 7,778,697 "," 4,457,830 ",," 726,423 "," 21,976,896 "," 99,407,295 "," 95,658,291 "," 85,268,861 ",," 9,673,691 "," 290,008,139 ", 9.07 , 8.13 , 5.23 ,   , 7.51 , 7.58 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001,7,," 10,901,209 "," 8,592,243 "," 4,631,077 ",," 751,793 "," 24,876,323 "," 120,707,428 "," 102,156,272 "," 83,175,564 ",," 9,758,791 "," 315,798,054 ", 9.03 , 8.41 , 5.57 ,   , 7.70 , 7.88 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001,8,," 11,645,416 "," 8,815,945 "," 4,774,555 ",," 801,451 "," 26,037,368 "," 129,205,362 "," 105,621,933 "," 86,797,438 ",," 10,567,920 "," 332,192,652 ", 9.01 , 8.35 , 5.50 ,   , 7.58 , 7.84 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001,9,," 9,453,709 "," 7,948,808 "," 4,391,779 ",," 769,443 "," 22,563,738 "," 105,943,193 "," 96,704,452 "," 82,631,495 ",," 10,646,113 "," 295,925,253 ", 8.92 , 8.22 , 5.31 ,   , 7.23 , 7.62 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001,10,," 7,553,898 "," 7,387,932 "," 4,214,661 ",," 722,858 "," 19,879,349 "," 85,419,589 "," 89,377,688 "," 83,144,746 ",," 9,616,773 "," 267,558,796 ", 8.84 , 8.27 , 5.07 ,   , 7.52 , 7.43 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001,11,," 6,847,694 "," 6,437,122 "," 3,823,517 ",," 645,529 "," 17,753,862 "," 80,806,694 "," 83,226,300 "," 79,913,680 ",," 9,086,989 "," 253,033,664 ", 8.47 , 7.73 , 4.78 ,   , 7.10 , 7.02 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001,12,," 7,973,908 "," 6,542,169 "," 3,732,734 ",," 622,513 "," 18,871,324 "," 96,184,054 "," 85,435,922 "," 78,080,759 ",," 8,910,176 "," 268,610,911 ", 8.29 , 7.66 , 4.78 ,   , 6.99 , 7.03 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001,,US Total," 103,157,860 "," 85,741,485 "," 50,292,938 ",," 8,150,812 "," 247,343,095 "," 1,201,606,593 "," 1,083,068,516 "," 996,609,310 ",," 113,173,685 "," 3,394,458,104 ", 8.58 , 7.92 , 5.05 ,, 7.20 , 7.29 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,1,," 9,428,630 "," 6,547,337 "," 3,699,807 ",," 541,525 "," 20,217,299 "," 116,891,801 "," 87,428,640 "," 78,240,279 ",," 8,406,760 "," 290,967,480 ", 8.07 , 7.49 , 4.73 ,   , 6.44 , 6.95 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,2,," 7,907,246 "," 6,215,521 "," 3,718,377 ",," 542,200 "," 18,383,343 "," 96,592,933 "," 80,951,200 "," 78,059,430 ",," 8,124,701 "," 263,728,263 ", 8.19 , 7.68 , 4.76 ,   , 6.67 , 6.97 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,3,," 7,785,078 "," 6,451,133 "," 3,807,454 ",," 540,010 "," 18,583,676 "," 95,318,667 "," 83,544,912 "," 80,461,220 ",," 8,135,001 "," 267,459,800 ", 8.17 , 7.72 , 4.73 ,   , 6.64 , 6.95 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,4,," 7,151,002 "," 6,421,238 "," 3,816,767 ",," 550,611 "," 17,939,619 "," 85,407,607 "," 83,619,001 "," 80,750,455 ",," 8,169,313 "," 257,946,375 ", 8.37 , 7.68 , 4.73 ,   , 6.74 , 6.95 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,5,," 7,544,592 "," 6,978,705 "," 4,038,021 ",," 583,079 "," 19,144,397 "," 87,318,539 "," 88,974,193 "," 84,459,898 ",," 8,570,664 "," 269,323,294 ", 8.64 , 7.84 , 4.78 ,   , 6.80 , 7.11 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,6,," 9,359,467 "," 7,841,975 "," 4,248,352 ",," 626,920 "," 22,076,713 "," 107,169,995 "," 95,903,303 "," 84,386,744 ",," 9,009,731 "," 296,469,773 ", 8.73 , 8.18 , 5.03 ,   , 6.96 , 7.45 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,7,," 11,790,050 "," 8,831,096 "," 4,643,627 ",," 648,027 "," 25,912,799 "," 133,694,801 "," 105,985,523 "," 88,122,971 ",," 9,481,383 "," 337,284,677 ", 8.82 , 8.33 , 5.27 ,   , 6.83 , 7.68 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,8,," 11,709,784 "," 8,721,987 "," 4,543,523 ",," 657,968 "," 25,633,263 "," 134,332,468 "," 105,819,307 "," 88,264,599 ",," 9,698,144 "," 338,114,518 ", 8.72 , 8.24 , 5.15 ,   , 6.78 , 7.58 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,9,," 9,949,060 "," 8,067,402 "," 4,199,491 ",," 640,208 "," 22,856,160 "," 115,833,033 "," 100,808,797 "," 84,346,265 ",," 9,509,789 "," 310,497,883 ", 8.59 , 8.00 , 4.98 ,   , 6.73 , 7.36 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,10,," 8,002,929 "," 7,704,482 "," 4,119,808 ",," 631,394 "," 20,458,613 "," 94,531,343 "," 96,312,651 "," 83,984,286 ",," 9,349,681 "," 284,177,962 ", 8.47 , 8.00 , 4.91 ,   , 6.75 , 7.20 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,11,," 7,378,041 "," 6,576,548 "," 3,751,398 ",," 560,595 "," 18,266,581 "," 88,822,303 "," 86,095,435 "," 79,705,580 ",," 8,410,271 "," 263,033,589 ", 8.31 , 7.64 , 4.71 ,   , 6.67 , 6.94 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,12,," 8,827,696 "," 6,759,955 "," 3,749,232 ",," 601,163 "," 19,938,047 "," 109,266,379 "," 89,053,645 "," 79,455,904 ",," 8,686,468 "," 286,462,396 ", 8.08 , 7.59 , 4.72 ,   , 6.92 , 6.96 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,,US Total," 106,833,575 "," 87,117,379 "," 48,335,857 ",," 7,123,700 "," 249,410,511 "," 1,265,179,869 "," 1,104,496,607 "," 990,237,631 ",," 105,551,904 "," 3,465,466,011 ", 8.44 , 7.89 , 4.88 ,, 6.75 , 7.20 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,1,," 9,945,572 "," 7,345,353 "," 3,972,813 "," 43,666 ",," 21,307,404 "," 124,272,788 "," 98,557,468 "," 80,828,129 "," 604,213 ",," 304,262,598 ", 8.00 , 7.45 , 4.92 , 7.23 ,, 7.00 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,2,," 8,896,588 "," 6,981,200 "," 3,966,110 "," 40,540 ",," 19,884,438 "," 110,937,370 "," 91,238,919 "," 79,516,570 "," 546,716 ",," 282,239,575 ", 8.02 , 7.65 , 4.99 , 7.42 ,, 7.05 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,3,," 8,312,083 "," 7,204,921 "," 4,105,726 "," 41,997 ",," 19,664,727 "," 99,561,312 "," 92,579,673 "," 81,758,335 "," 574,100 ",," 274,473,419 ", 8.35 , 7.78 , 5.02 , 7.32 ,, 7.16 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,4,," 7,357,359 "," 7,115,033 "," 4,144,536 "," 39,547 ",," 18,656,476 "," 83,448,244 "," 89,684,692 "," 83,057,622 "," 519,427 ",," 256,709,985 ", 8.82 , 7.93 , 4.99 , 7.61 ,, 7.27 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,5,," 7,897,361 "," 7,719,732 "," 4,281,612 "," 41,302 ",," 19,940,008 "," 87,804,372 "," 95,818,832 "," 84,619,165 "," 545,722 ",," 268,788,091 ", 8.99 , 8.06 , 5.06 , 7.57 ,, 7.42 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,6,," 9,370,512 "," 8,646,361 "," 4,549,043 "," 42,405 ",," 22,608,322 "," 101,285,792 "," 102,407,246 "," 86,209,833 "," 547,012 ",," 290,449,882 ", 9.25 , 8.44 , 5.28 , 7.75 ,, 7.78 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,7,," 12,032,838 "," 9,852,924 "," 4,856,831 "," 45,622 ",," 26,788,215 "," 130,673,857 "," 115,232,917 "," 87,732,304 "," 569,616 ",," 334,208,693 ", 9.21 , 8.55 , 5.54 , 8.01 ,, 8.02 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,8,," 12,394,643 "," 9,831,242 "," 4,959,334 "," 46,304 ",," 27,231,523 "," 134,467,799 "," 116,224,461 "," 90,536,241 "," 590,777 ",," 341,819,279 ", 9.22 , 8.46 , 5.48 , 7.84 ,, 7.97 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,9,," 10,153,151 "," 8,674,614 "," 4,450,577 "," 44,875 ",," 23,323,217 "," 113,848,983 "," 106,472,703 "," 85,681,988 "," 586,230 ",," 306,589,904 ", 8.92 , 8.15 , 5.19 , 7.65 ,, 7.61 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,10,," 7,942,392 "," 8,091,924 "," 4,405,968 "," 44,368 ",," 20,484,653 "," 89,780,860 "," 100,036,263 "," 86,981,713 "," 581,380 ",," 277,380,216 ", 8.85 , 8.09 , 5.07 , 7.63 ,, 7.39 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,11,," 7,558,533 "," 7,267,376 "," 4,043,157 "," 39,772 ",," 18,908,839 "," 86,658,681 "," 92,604,743 "," 83,163,829 "," 549,448 ",," 262,976,701 ", 8.72 , 7.85 , 4.86 , 7.24 ,, 7.19 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,12,," 9,387,900 "," 7,532,713 "," 4,005,222 "," 43,197 ",," 20,969,032 "," 113,083,851 "," 97,869,684 "," 82,287,519 "," 595,088 ",," 293,836,142 ", 8.30 , 7.70 , 4.87 , 7.26 ,, 7.14 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,,US Total," 111,248,934 "," 96,263,394 "," 51,740,930 "," 513,595 ",," 259,766,853 "," 1,275,823,910 "," 1,198,727,601 "," 1,012,373,247 "," 6,809,728 ",," 3,493,734,486 ", 8.72 , 8.03 , 5.11 , 7.54 ,, 7.44 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004,1,," 10,472,996 "," 7,649,420 "," 4,048,251 "," 41,745 ",," 22,212,412 "," 127,121,383 "," 99,281,103 "," 80,823,039 "," 630,940 ",," 307,856,465 ", 8.24 , 7.70 , 5.01 , 6.62 ,, 7.22 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004,2,," 9,362,932 "," 7,351,815 "," 4,018,566 "," 44,488 ",," 20,777,801 "," 112,464,055 "," 93,677,463 "," 79,667,525 "," 624,308 ",," 286,433,352 ", 8.33 , 7.85 , 5.04 , 7.13 ,, 7.25 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
