5.3864775E13	2781.0	79.0
5.3864783E13	2781.0	79.0
5.3864812E13	2781.0	79.0
5.3864825E13	2781.0	79.0
5.3864833E13	2781.0	79.0
5.386484E13	2781.0	79.0
5.3864854E13	2781.0	79.0
5.3864863E13	2781.0	79.0
5.3864875E13	2781.0	79.0
5.3864884E13	2781.0	79.0
5.386489E13	2781.0	79.0
5.3864905E13	2781.0	78.0
5.3864913E13	2781.0	78.0
5.386492E13	2781.0	78.0
5.3864934E13	2781.0	78.0
5.3864942E13	2782.0	78.0
5.3864955E13	2782.0	79.0
5.3864963E13	2782.0	79.0
5.386497E13	2782.0	79.0
5.3864984E13	2781.0	79.0
5.3864993E13	2781.0	78.0
5.3865005E13	2781.0	78.0
5.3865014E13	2781.0	78.0
5.386502E13	2781.0	78.0
5.3865035E13	2781.0	78.0
5.3865043E13	2781.0	79.0
5.3865056E13	2785.0	79.0
5.3865064E13	2785.0	79.0
5.3865072E13	2785.0	79.0
5.3865085E13	2785.0	79.0
5.3865093E13	2782.0	79.0
5.38651E13	2782.0	79.0
5.3865114E13	2782.0	79.0
5.3865127E13	2785.0	79.0
5.3865135E13	2785.0	79.0
5.3865144E13	2785.0	79.0
5.386515E13	2785.0	79.0
5.3865165E13	2787.0	79.0
5.3865173E13	2787.0	79.0
5.3865186E13	2787.0	79.0
5.3865194E13	2787.0	79.0
5.3865202E13	2789.0	79.0
5.3865215E13	2789.0	79.0
5.3865223E13	2789.0	79.0
5.386523E13	2789.0	79.0
5.3865244E13	2789.0	79.0
5.3865253E13	2789.0	79.0
5.3865265E13	2789.0	79.0
5.3865274E13	2789.0	79.0
5.386528E13	2790.0	79.0
5.3865295E13	2790.0	79.0
5.3865303E13	2790.0	79.0
5.3865316E13	2789.0	79.0
5.386533E13	2789.0	78.0
5.3865332E13	2789.0	78.0
5.3865345E13	2789.0	79.0
5.3865353E13	2788.0	79.0
5.386536E13	2788.0	79.0
5.3865374E13	2788.0	79.0
5.3865383E13	2788.0	80.0
5.3865395E13	2788.0	80.0
5.3865404E13	2788.0	80.0
5.386541E13	2788.0	80.0
5.3865433E13	2789.0	79.0
5.3865433E13	2789.0	79.0
5.3865446E13	2789.0	79.0
5.3865454E13	2789.0	79.0
5.3865462E13	2791.0	79.0
5.3865475E13	2791.0	79.0
5.3865483E13	2791.0	79.0
5.3865496E13	2791.0	79.0
5.3865504E13	2792.0	79.0
5.3865513E13	2792.0	79.0
5.3865525E13	2792.0	79.0
5.3865534E13	2792.0	79.0
5.386554E13	2792.0	79.0
5.3865555E13	2792.0	79.0
5.3865563E13	2792.0	79.0
5.3865576E13	2792.0	79.0
5.3865584E13	2790.0	79.0
5.3865592E13	2790.0	79.0
5.3865605E13	2790.0	79.0
5.3865613E13	2792.0	79.0
5.3865626E13	2792.0	79.0
5.3865634E13	2792.0	79.0
5.3865643E13	2792.0	79.0
5.3865655E13	2791.0	79.0
5.3865664E13	2791.0	79.0
5.386567E13	2791.0	79.0
5.3865685E13	2791.0	79.0
5.3865693E13	2792.0	79.0
5.3865706E13	2792.0	79.0
5.3865714E13	2792.0	79.0
5.3865722E13	2791.0	79.0
5.3865735E13	2791.0	78.0
5.3865743E13	2791.0	78.0
5.3865756E13	2792.0	78.0
5.3865764E13	2792.0	78.0
5.3865773E13	2792.0	78.0
5.3865785E13	2792.0	78.0
5.3865794E13	2793.0	78.0
5.3865802E13	2793.0	78.0
5.3865815E13	2793.0	78.0
5.3865823E13	2793.0	78.0
5.3865836E13	2792.0	79.0
5.3865844E13	2792.0	79.0
5.3865852E13	2792.0	79.0
5.3865865E13	2792.0	80.0
5.3865873E13	2792.0	80.0
5.3865886E13	2794.0	80.0
5.3865894E13	2794.0	79.0
5.3865903E13	2794.0	79.0
5.3865915E13	2795.0	79.0
5.3865924E13	2795.0	79.0
5.3865936E13	2795.0	79.0
5.3865945E13	2795.0	79.0
5.3865953E13	2794.0	79.0
5.3865966E13	2794.0	79.0
5.3865974E13	2794.0	79.0
5.3865982E13	2794.0	79.0
5.3865995E13	2793.0	79.0
5.3866003E13	2793.0	79.0
5.3866016E13	2793.0	79.0
5.3866024E13	2793.0	79.0
5.3866033E13	2794.0	79.0
5.3866045E13	2794.0	79.0
5.3866054E13	2793.0	78.0
5.3866066E13	2793.0	78.0
5.3866075E13	2793.0	78.0
5.3866083E13	2793.0	78.0
5.3866096E13	2793.0	78.0
5.3866104E13	2792.0	78.0
5.3866112E13	2792.0	79.0
5.3866125E13	2792.0	79.0
5.3866133E13	2792.0	79.0
5.3866146E13	2791.0	79.0
5.3866154E13	2791.0	79.0
5.3866163E13	2791.0	79.0
5.3866175E13	2791.0	79.0
5.3866184E13	2790.0	79.0
5.3866196E13	2790.0	79.0
5.3866205E13	2788.0	79.0
5.3866213E13	2788.0	79.0
5.3866226E13	2788.0	78.0
5.3866234E13	2788.0	78.0
5.3866247E13	2788.0	78.0
5.3866255E13	2788.0	78.0
5.3866268E13	2788.0	78.0
5.3866276E13	2788.0	78.0
5.3866284E13	2785.0	78.0
5.3866293E13	2785.0	78.0
5.3866305E13	2785.0	78.0
5.3866314E13	2785.0	78.0
5.3866326E13	2783.0	78.0
5.3866335E13	2783.0	78.0
5.3866343E13	2783.0	58.0
5.3866356E13	2783.0	58.0
5.3866364E13	2783.0	78.0
5.3866377E13	2783.0	78.0
5.3866385E13	2783.0	78.0
5.3866394E13	2781.0	78.0
5.3866406E13	2781.0	78.0
5.3866414E13	2781.0	78.0
5.3866427E13	2781.0	78.0
5.3866435E13	2783.0	78.0
5.386645E13	2783.0	79.0
5.3866456E13	2783.0	78.0
5.3866465E13	2779.0	78.0
5.3866473E13	2779.0	78.0
5.3866486E13	2779.0	79.0
5.3866494E13	2779.0	79.0
5.3866507E13	2778.0	79.0
5.3866515E13	2778.0	79.0
5.3866524E13	2778.0	79.0
5.3866536E13	2778.0	79.0
5.3866544E13	2778.0	79.0
5.3866553E13	2779.0	79.0
5.3866565E13	2779.0	79.0
5.3866574E13	2779.0	78.0
5.3866586E13	2779.0	78.0
5.3866595E13	2779.0	78.0
5.3866603E13	2779.0	78.0
5.3866616E13	2779.0	78.0
5.3866624E13	2777.0	78.0
5.3866637E13	2777.0	78.0
5.3866645E13	2777.0	78.0
5.3866654E13	2777.0	78.0
5.3866666E13	2780.0	78.0
5.3866675E13	2780.0	78.0
5.3866687E13	2780.0	78.0
5.3866695E13	2782.0	78.0
5.3866704E13	2782.0	78.0
5.3866716E13	2782.0	78.0
5.3866725E13	2782.0	78.0
5.3866733E13	2782.0	78.0
5.3866746E13	2782.0	78.0
5.3866754E13	2782.0	79.0
5.3866767E13	2782.0	79.0
5.3866775E13	2784.0	79.0
5.3866784E13	2784.0	79.0
5.3866796E13	2784.0	79.0
5.3866805E13	2784.0	79.0
5.3866813E13	2784.0	79.0
5.3866826E13	2784.0	79.0
5.3866834E13	2784.0	79.0
5.3866846E13	2784.0	79.0
5.3866855E13	2786.0	79.0
5.3866863E13	2786.0	79.0
5.3866876E13	2786.0	79.0
5.3866884E13	2786.0	79.0
5.3866897E13	2787.0	79.0
5.3866905E13	2787.0	79.0
5.3866914E13	2787.0	79.0
5.3866926E13	2788.0	79.0
5.3866935E13	2788.0	78.0
5.3866943E13	2788.0	78.0
5.3866956E13	2788.0	78.0
5.3866964E13	2787.0	79.0
5.3866977E13	2787.0	79.0
5.3866985E13	2787.0	79.0
5.3866993E13	2787.0	79.0
5.3867006E13	2790.0	79.0
5.3867014E13	2790.0	79.0
5.3867027E13	2790.0	79.0
5.3867035E13	2790.0	79.0
5.3867044E13	2792.0	79.0
5.3867056E13	2792.0	79.0
5.3867065E13	2792.0	79.0
5.3867077E13	2790.0	79.0
5.3867086E13	2790.0	79.0
5.3867094E13	2790.0	79.0
5.3867107E13	2790.0	79.0
5.3867115E13	2792.0	79.0
5.3867123E13	2792.0	79.0
5.3867136E13	2792.0	79.0
5.3867144E13	2792.0	79.0
5.3867157E13	2790.0	79.0
5.3867165E13	2790.0	79.0
5.3867174E13	2790.0	79.0
5.3867186E13	2790.0	79.0
5.3867195E13	2789.0	79.0
5.3867207E13	2789.0	79.0
5.3867216E13	2789.0	79.0
5.3867224E13	2792.0	79.0
5.3867237E13	2792.0	79.0
5.3867245E13	2792.0	79.0
5.3867253E13	2792.0	79.0
5.3867266E13	2792.0	79.0
5.3867274E13	2792.0	79.0
5.3867287E13	2792.0	79.0
5.3867295E13	2792.0	79.0
5.3867304E13	2791.0	79.0
5.3867316E13	2791.0	79.0
5.3867325E13	2791.0	79.0
5.3867337E13	2790.0	79.0
5.3867346E13	2790.0	79.0
5.3867354E13	2790.0	79.0
5.3867367E13	2789.0	78.0
5.3867375E13	2789.0	78.0
5.3867388E13	2789.0	78.0
5.3867396E13	2789.0	78.0
5.3867404E13	2789.0	79.0
5.3867417E13	2789.0	80.0
5.3867425E13	2789.0	80.0
5.3867434E13	2789.0	80.0
5.3867446E13	2789.0	79.0
5.3867455E13	2789.0	79.0
5.3867467E13	2789.0	79.0
5.3867476E13	2789.0	79.0
5.3867484E13	2789.0	79.0
5.3867497E13	2789.0	79.0
5.3867505E13	2789.0	78.0
5.3867518E13	2789.0	78.0
5.3867526E13	2789.0	78.0
5.3867534E13	2789.0	78.0
5.3867547E13	2789.0	79.0
5.3867555E13	2789.0	78.0
5.3867564E13	2790.0	78.0
5.3867576E13	2790.0	78.0
5.3867585E13	2790.0	78.0
5.3867597E13	2790.0	78.0
5.3867606E13	2790.0	79.0
5.3867614E13	2790.0	79.0
5.3867627E13	2790.0	79.0
